TN,WFS_MAG,STAR_ID,AO_FRAMERATE,BINNING,DIMM,LAMBDA_LUCI,SR_LUCI,var_fit,var_temp,var_vibr,var_alias,var_meas,var_total,SR_SAEB,SR_DIFF
20230427_111423,13.99238,LP 227-9,783.0,2,0.904582,1646.0,0.3923153,18687.697936098455,10125.35152526211,28634.746984413054,3624.638848794044,34049.57433790109,95122.00963246875,0.25005934,-0.14225596
